DATA,DATE,OPEN,HIGH,LOW,PREV_CLOSE,LTP,CLOSE,VWAP,52W_H,52W_L,VOLUME,VALUE,NO_OF__TRADES,DAILY_RETURN,MA_7,MA_14,MA_30,VOLATILITY,VOLUME_CHANGE
2023-12-05,2023-12-05,131.0,132.45,130.0,131.0,131.7,131.6,131.38,135.00,101.55,35192149,"4,62,33,85,317.75",191777,0.004580152671755711,128.72142857142856,127.02857142857144,122.97,0.006821956861351365,-0.1464623595180783
2023-12-06,2023-12-06,132.5,133.4,130.8,131.6,132.0,131.85,132.0,135.00,101.55,40753593,"5,37,95,58,472.95",183004,0.0018996960486321601,129.56428571428572,127.58571428571429,123.365,0.005062231644884105,0.15803081533895535
2023-12-07,2023-12-07,131.7,132.2,129.8,131.85,130.05,130.0,130.51,135.00,101.55,34686333,"4,52,70,01,638.35",176826,-0.01403109594235874,130.0142857142857,127.96428571428571,123.65333333333334,0.009254395501553079,-0.1488766892283584
2023-12-08,2023-12-08,130.15,131.4,127.95,130.0,129.2,129.2,129.66,135.00,101.55,34393711,"4,45,93,53,470.85",164457,-0.006153846153846287,130.22142857142856,128.25,123.96333333333332,0.009749413148387944,-0.008436233371800883
2023-12-11,2023-12-11,129.85,130.5,128.75,129.2,130.25,130.05,129.82,135.00,101.55,24038059,"3,12,05,31,964.30",144371,0.00657894736842124,130.52857142857144,128.65714285714287,124.30166666666668,0.009917613277722968,-0.3010914408160259
2023-12-12,2023-12-12,130.05,132.15,129.7,130.05,130.35,130.1,130.87,135.00,101.55,30696410,"4,01,71,98,896.85",155668,0.00038446751249510136,130.54285714285714,128.93214285714285,124.66666666666667,0.007765317994886869,0.2769920399979049
2023-12-13,2023-12-13,130.55,131.5,129.15,130.1,131.35,131.4,130.59,135.00,101.55,22767972,"2,97,31,83,996.20",146208,0.009992313604919367,130.6,129.31071428571428,125.08833333333334,0.008176136984667352,-0.2582855128661625
2023-12-14,2023-12-14,132.3,133.25,131.5,131.4,132.0,132.0,132.33,135.00,101.55,43372143,"5,73,93,57,415.20",185803,0.004566210045662045,130.65714285714287,129.68928571428572,125.60166666666667,0.008174968839085058,0.9049629453163417
2023-12-15,2023-12-15,133.4,136.75,133.0,132.0,136.55,136.45,135.24,136.75,101.55,77377446,"10,46,44,13,045.45",292704,0.03371212121212119,131.31428571428572,130.43928571428572,126.21333333333332,0.015054811193498012,0.7840355732480178
2023-12-18,2023-12-18,136.85,137.6,135.1,136.45,136.55,136.6,136.73,137.60,101.55,38461877,"5,25,88,16,795.55",259565,0.0010993037742763612,132.25714285714284,131.1357142857143,126.85666666666665,0.012780195501246365,-0.5029316811516369
2023-12-19,2023-12-19,136.65,137.6,134.8,136.6,135.5,135.4,135.81,137.60,101.55,27726431,"3,76,54,16,442.20",167461,-0.008784773060029227,133.14285714285714,131.68214285714288,127.39,0.013266710119944992,-0.27911913919333686
2023-12-20,2023-12-20,135.9,136.15,128.75,135.4,128.85,129.75,132.87,137.60,101.55,39495961,"5,24,77,06,866.60",201438,-0.04172821270310201,133.1,131.81428571428572,127.72666666666666,0.022645432855099543,0.42448773879335566
2023-12-21,2023-12-21,128.7,131.45,127.85,129.75,131.4,131.0,130.01,137.60,101.55,34914399,"4,53,92,19,050.25",198021,0.009633911368015502,133.22857142857143,131.8857142857143,128.125,0.0229468267022347,-0.11600077283851884
2023-12-22,2023-12-22,132.4,134.75,131.75,131.0,133.45,133.55,133.44,137.60,101.55,37357334,"4,98,48,74,945.75",213314,0.019465648854961826,133.53571428571428,132.06785714285715,128.58833333333334,0.023813874577939927,0.06996926969872796
2023-12-26,2023-12-26,134.7,136.1,134.45,133.55,135.4,135.2,135.43,137.60,101.55,25936447,"3,51,24,75,189.45",182329,0.012354923249719096,133.99285714285713,132.325,129.09333333333333,0.024103093516602753,-0.30572007627739173
2023-12-27,2023-12-27,135.85,138.9,135.5,135.2,137.0,137.2,137.4,138.90,101.55,48101400,"6,60,92,21,199.10",240022,0.014792899408283988,134.1,132.70714285714286,129.63833333333335,0.021040242490469187,0.8545870989962503
2023-12-28,2023-12-28,138.15,138.75,136.85,137.2,138.25,138.15,137.88,138.90,101.55,34661176,"4,77,91,01,020.60",215436,0.006924198250729097,134.32142857142858,133.2892857142857,130.21,0.02116076083900496,-0.27941440373876847
2023-12-29,2023-12-29,138.6,141.25,137.15,138.15,139.3,139.6,139.52,141.25,101.55,49202910,"6,86,49,63,120.60",234503,0.01049583785740138,134.92142857142858,134.03214285714284,130.72833333333332,0.0208039186617784,0.41953954476328215
2024-01-01,2024-01-01,140.0,140.95,139.05,139.6,139.7,139.85,140.16,141.25,101.55,21186105,"2,96,94,70,656.95",187550,0.0017908309455587634,136.3642857142857,134.73214285714286,131.23333333333332,0.00564344568492708,-0.5694135773676801
2025-01-01,2025-01-01,138.1,138.45,136.58,138.05,136.87,136.74,137.06,184.6,128.2,18169498,"2,49,02,38,878.67",167193,-0.022238112263138987,137.18428571428572,135.20642857142857,131.618,0.013752812879065282,-0.14238610636546922
2025-01-02,2025-01-02,137.0,138.45,136.4,136.74,138.0,138.18,137.44,184.6,128.2,23388424,"3,21,44,29,963.27",212832,0.01053093462044763,137.84571428571428,135.69071428571428,132.079,0.012693108115747117,0.2872355636903121
2025-01-03,2025-01-03,138.18,139.73,137.84,138.18,138.33,138.36,138.69,184.6,128.2,23351832,"3,23,86,24,775.28",174962,0.0013026487190621605,138.29714285714286,136.145,132.48266666666666,0.01229982807209168,-0.0015645346603944121
2025-01-06,2025-01-06,138.36,138.39,131.35,138.36,132.0,132.18,133.44,184.6,128.2,44620509,"5,95,40,73,554.56",389702,-0.0446660884648743,137.57999999999998,135.84,132.68533333333332,0.02073564436548651,0.9107926521567986
2025-01-07,2025-01-07,132.78,133.88,132.01,132.18,133.18,133.38,133.05,184.6,128.2,24239451,"3,22,49,73,077.16",193472,0.00907852927825692,136.89857142857142,135.60999999999999,132.90800000000002,0.02095903282657098,-0.45676435470514243
2025-01-08,2025-01-08,133.93,134.24,131.77,133.38,132.55,132.64,132.65,184.6,128.2,31570331,"4,18,76,51,105.64",262476,-0.005548058179637216,135.9042857142857,135.41285714285715,133.131,0.019853747198884573,0.30243589262809634
2025-01-09,2025-01-09,132.0,132.4,129.7,132.64,130.12,129.93,130.53,184.6,128.2,31903107,"4,16,42,81,728.67",252233,-0.020431242460795973,134.48714285714286,135.4257142857143,133.23366666666666,0.01997016071590703,0.010540782736804477
2025-01-10,2025-01-10,129.93,130.39,126.7,129.93,127.78,127.43,128.02,184.6,126.7,34855510,"4,46,23,16,144.21",261109,-0.019241129839144167,133.15714285714287,135.17071428571427,133.223,0.019701420998181847,0.0925428046867034
2025-01-13,2025-01-13,126.0,126.5,122.62,127.43,122.8,122.93,124.43,184.6,122.62,38968332,"4,84,87,85,035.50",330215,-0.035313505453974714,130.97857142857143,134.41214285714287,133.05733333333333,0.019413565689088398,0.11799632253264969
2025-01-14,2025-01-14,122.94,127.64,122.94,122.93,127.22,126.93,126.13,184.6,122.62,36877365,"4,65,14,65,899.79",253782,0.032538843244122706,129.3457142857143,133.82142857142858,132.95499999999998,0.026469253570448742,-0.05365810884592137
2025-01-15,2025-01-15,128.0,128.31,125.78,126.93,126.6,126.53,127.0,184.6,122.62,18773125,"2,38,41,73,457.53",196481,-0.0031513432600646096,128.53857142857143,133.05928571428572,132.80599999999998,0.022225333900909177,-0.49093095452996705
2025-01-16,2025-01-16,128.0,128.47,126.56,126.53,127.7,127.81,127.54,184.6,122.62,22164393,"2,82,68,49,469.18",176428,0.010116177981506436,127.74285714285715,132.32071428571427,132.67966666666666,0.022345873092273476,0.18064483137463805
2025-01-17,2025-01-17,127.9,131.16,127.64,127.81,130.15,130.28,129.6,184.6,122.62,27421959,"3,55,37,81,052.65",208791,0.019325561380173717,127.40571428571427,131.655,132.62733333333333,0.024296539815705214,0.23720775931016935
2025-01-20,2025-01-20,130.99,132.1,128.91,130.28,131.47,131.66,130.59,184.6,122.62,20571916,"2,68,64,64,953.32",173350,0.010592569849554812,127.65285714285714,131.07,132.68266666666668,0.02324655107659054,-0.24980137268821678
2025-01-21,2025-01-21,132.06,132.4,129.25,131.66,129.78,129.7,130.69,184.6,122.62,32238213,"4,21,33,67,366.39",216078,-0.014886829712896898,127.97714285714287,130.56714285714287,132.69933333333333,0.022629644431524983,0.5670982226448913
2025-01-22,2025-01-22,130.25,130.35,127.12,129.7,128.85,128.92,128.45,184.6,122.62,27505569,"3,53,30,07,239.30",196312,-0.006013878180416321,128.83285714285714,129.90571428571428,132.66166666666666,0.0162182019536543,-0.14680230569851993
2025-01-23,2025-01-23,127.85,130.75,127.7,128.92,130.65,130.37,130.01,184.6,122.62,20722538,"2,69,40,72,514.27",149396,0.011247285138070273,129.3242857142857,129.335,132.67066666666668,0.012085201601720984,-0.24660573282450549
2025-01-24,2025-01-24,130.5,133.2,129.31,130.37,130.5,129.74,131.01,184.6,122.62,37092106,"4,85,96,03,275.51",232578,-0.004832400092045663,129.78285714285715,129.16071428571428,132.61533333333333,0.012263824907305649,0.7899403055745391
2025-01-27,2025-01-27,129.02,129.45,125.74,129.74,126.55,126.37,127.93,184.6,122.62,24650571,"3,15,36,38,220.92",192562,-0.025975026977031024,129.57714285714286,128.66,132.42766666666665,0.01608385013996808,-0.33542271770710463
2025-01-28,2025-01-28,126.37,130.49,124.74,126.37,128.95,128.62,128.42,184.6,122.62,40373804,"5,18,48,26,348.23",280931,0.017804858748120544,129.34,128.37285714285716,132.16666666666666,0.015762645999469516,0.6378445756895448
2025-01-29,2025-01-29,129.0,131.34,128.55,128.62,131.0,130.8,130.49,184.6,122.62,16674706,"2,17,58,73,479.85",151765,0.016949152542372836,129.21714285714285,128.435,131.97333333333333,0.016743029218184848,-0.5869919515139074
2025-01-30,2025-01-30,130.8,132.15,130.1,130.8,131.8,131.12,131.3,184.6,122.62,25256096,"3,31,60,53,251.18",152907,0.0024464831804280607,129.42000000000002,128.69857142857146,131.83066666666667,0.015554654270713605,0.5146351605839408
2025-01-31,2025-01-31,131.12,135.0,129.93,131.12,134.9,134.62,133.62,184.6,122.62,26689228,"3,56,63,38,275.87",170870,0.026693105552165974,130.2342857142857,129.53357142857143,131.993,0.0176378858943989,0.056744003507113616
2025-02-01,2025-02-01,135.0,135.5,130.25,134.62,133.0,132.97,133.26,184.6,122.62,21173846,"2,82,17,02,724.62",122582,-0.012256722626652894,130.6057142857143,129.965,132.05866666666668,0.018748753026503792,-0.2066519870863256
2025-02-03,2025-02-03,131.29,132.51,127.81,132.97,131.52,131.82,130.02,184.6,122.62,27765357,"3,61,01,21,727.84",217595,-0.008648567346017932,130.90285714285713,130.34285714285713,132.001,0.019066421910358056,0.3113043799411783
2025-02-04,2025-02-04,132.8,134.34,131.87,131.82,133.1,133.42,133.08,184.6,122.62,25032519,"3,33,13,80,045.26",173008,0.012137763617053432,131.91000000000003,130.74357142857144,131.94166666666666,0.014497229147885371,-0.09842617906911844
2025-02-05,2025-02-05,133.15,135.39,133.08,133.42,134.34,134.4,134.61,184.6,122.62,16958362,"2,28,28,13,794.56",150442,0.00734522560335793,132.7357142857143,131.03785714285715,131.84833333333333,0.013826728706586798,-0.32254672412312957
2025-02-06,2025-02-06,134.5,134.87,132.02,134.4,132.65,132.54,132.72,184.6,122.62,22408168,"2,97,39,56,819.77",152707,-0.013839285714285832,132.9842857142857,131.10071428571428,131.66133333333335,0.01476945874236712,0.3213639383331952
2025-02-07,2025-02-07,133.3,138.75,132.56,132.54,138.16,138.31,136.76,184.6,122.62,52950146,"7,24,16,65,875.06",278840,0.04353402746340729,134.01142857142855,131.71571428571428,131.6183333333333,0.021579157600219973,1.3629841582765714
2025-02-10,2025-02-10,138.1,138.1,133.0,138.31,133.91,134.04,134.12,184.6,122.62,26120805,"3,50,33,87,611.66",188430,-0.030872677319065955,133.92857142857142,132.08142857142857,131.42466666666667,0.02403191039270903,-0.5066905953384906
2025-02-11,2025-02-11,133.0,134.34,129.7,134.04,130.2,130.11,131.71,184.6,122.62,23635428,"3,11,30,46,800.70",189150,-0.029319606087734873,133.52,132.06285714285713,131.20366666666666,0.02620540721630809,-0.09514932637030138
2025-02-12,2025-02-12,129.35,133.29,128.31,130.11,132.25,132.28,130.91,184.6,122.62,37927696,"4,96,51,12,642.36",219471,0.016678195373145632,133.5857142857143,132.24428571428572,131.007,0.027001099732593143,0.6046968136138682
2025-02-13,2025-02-13,132.28,137.69,131.86,132.28,136.41,136.25,136.07,184.6,122.62,52036196,"7,08,07,56,827.59",240088,0.03001209555488349,133.99,132.95000000000002,130.93666666666667,0.029020657196239957,0.3719841036481626
2025-02-14,2025-02-14,136.25,139.25,133.33,136.25,134.02,134.47,135.51,184.6,122.62,41469242,"5,61,95,70,218.29",224745,-0.013064220183486297,134.0,133.36785714285713,131.013,0.029573813218569434,-0.2030693019912524
2025-02-17,2025-02-17,132.91,134.8,130.73,134.47,134.31,134.29,133.28,184.6,122.62,21189637,"2,82,41,89,592.79",194558,-0.0013385885327582558,134.25,133.61714285714285,131.04333333333332,0.02893795287614129,-0.4890276267890308
2025-02-18,2025-02-18,134.29,134.9,131.75,134.29,134.16,134.54,133.31,184.6,122.62,23957576,"3,19,37,39,383.77",144444,0.0018616427135305091,133.71142857142857,133.86142857142858,131.10666666666665,0.02262258704560359,0.13062701357271944
2025-02-19,2025-02-19,134.5,136.88,133.03,134.54,135.8,135.76,135.87,184.6,122.62,18447487,"2,50,63,99,510.52",142282,0.009067935186561682,133.95714285714286,133.94285714285715,131.30100000000002,0.01944691446694144,-0.22999359367575423
2025-02-20,2025-02-20,135.27,138.36,135.0,135.76,138.0,138.04,137.22,184.6,122.62,24139808,"3,31,25,52,015.27",175522,0.0167943429581614,135.08999999999997,134.305,131.65466666666666,0.01416930751211753,0.3085689123944091
2025-02-21,2025-02-21,137.91,141.6,137.15,138.04,140.6,140.76,140.19,184.6,122.62,41987785,"5,88,62,50,057.98",258806,0.019704433497536922,136.30142857142854,134.94357142857143,132.249,0.014500124257775582,0.7393586974676849
2025-02-24,2025-02-24,138.81,140.66,136.66,140.76,137.39,137.65,138.86,184.6,122.62,25193205,"3,49,82,35,797.80",194696,-0.022094344984370462,136.50142857142856,135.24571428571429,132.60633333333334,0.015272870291143154,-0.39998728201547185
2025-02-25,2025-02-25,138.49,139.35,136.7,137.65,137.0,137.07,137.56,184.6,122.62,23575603,"3,24,30,71,564.86",202741,-0.004213585179803969,136.87285714285713,135.4364285714286,132.95766666666665,0.01418808780552588,-0.06420786874873596
2025-02-27,2025-02-27,137.21,138.99,135.88,137.07,138.8,138.69,137.24,184.6,122.62,30747044,"4,21,96,34,170.42",177643,0.011818778726198298,137.50142857142856,135.87571428571428,133.32033333333334,0.014414153929097293,0.304189080550771
2025-02-28,2025-02-28,137.8,137.8,134.06,138.69,137.16,137.2,136.23,184.6,122.62,45540594,"6,20,39,16,419.27",270079,-0.010743384526642252,137.88142857142856,135.79642857142855,133.551,0.015569692459180037,0.48113730867916926
2025-03-03,2025-03-03,137.0,139.05,134.31,137.2,138.32,138.57,137.02,184.6,122.62,31154401,"4,26,88,41,100.55",228959,0.009985422740524719,138.28285714285715,136.11999999999998,133.78133333333332,0.015633950860363992,-0.31589822917109955
2025-03-04,2025-03-04,136.15,140.94,135.81,138.57,139.29,139.34,139.13,184.6,122.62,28634645,"3,98,38,76,585.13",173877,0.005556758317096122,138.46857142857144,136.77928571428572,134.10266666666666,0.014523218104338284,-0.08087961633414165
2025-03-05,2025-03-05,139.0,146.49,139.0,139.34,145.68,146.1,144.05,184.6,122.62,62109377,"8,94,68,72,004.34",384142,0.04851442514712212,139.23142857142858,137.76642857142858,134.67533333333333,0.02247192368254055,1.169029055537444
2025-03-06,2025-03-06,146.79,152.2,146.2,146.1,149.74,150.44,149.77,184.6,122.62,79121467,"11,84,98,00,824.69",348979,0.02970568104038329,141.0585714285714,138.78,135.34433333333334,0.020274263720070962,0.27390533960757657
2025-03-07,2025-03-07,149.74,152.45,149.27,150.44,151.5,151.56,151.57,184.6,122.62,81821791,"12,40,15,72,015.30",298325,0.007444828503057721,143.12857142857143,140.00071428571428,136.07166666666666,0.01907293987916933,0.034128841417968125
2025-03-10,2025-03-10,151.56,154.24,150.41,151.56,150.65,151.05,152.25,184.6,122.62,54450331,"8,29,02,75,937.58",272383,-0.0033650039588281055,144.8942857142857,141.19785714285712,136.89433333333332,0.020269398171885767,-0.3345253100118525
2025-03-11,2025-03-11,148.1,151.7,148.0,151.05,150.83,150.75,150.56,184.6,122.62,35916900,"5,40,77,20,556.67",182888,-0.0019860973187686426,146.82999999999998,142.35571428571427,137.632,0.01881812688380171,-0.34037315585831796
2025-03-12,2025-03-12,151.0,152.28,147.7,150.75,150.28,150.3,149.75,184.6,122.62,26377549,"3,95,00,05,335.92",152112,-0.0029850746268655914,148.50571428571428,143.3942857142857,138.282,0.019854170944001142,-0.2655950541388594
2025-03-13,2025-03-13,152.0,153.56,150.02,150.3,150.7,150.88,151.47,184.6,122.62,48286431,"7,31,40,85,180.50",206875,0.0038589487691282898,150.15428571428575,144.31142857142856,138.9406666666667,0.01995385325500765,0.8305882400218458
2025-03-17,2025-03-17,151.99,152.64,150.9,150.88,152.01,151.81,151.74,184.6,122.62,35879781,"5,44,44,35,545.07",191938,0.006163838812301314,150.97,145.10071428571428,139.51366666666667,0.011542972519452266,-0.2569386418308697
2025-03-18,2025-03-18,153.0,154.83,152.22,151.81,154.6,154.66,153.68,184.6,122.62,38125586,"5,85,91,64,416.95",277281,0.018773466833541974,151.57285714285715,146.31571428571428,140.23666666666668,0.00789188274650957,0.0625924946420382
2025-03-19,2025-03-19,156.8,159.2,156.5,154.66,158.54,158.6,158.11,184.6,122.62,66161413,"10,46,08,45,185.47",362436,0.02547523600155177,152.57857142857142,147.85357142857143,141.12933333333334,0.011380227338231698,0.7353546513357199
2025-03-20,2025-03-20,160.0,160.1,156.65,158.6,159.03,159.04,158.64,184.6,122.62,39889517,"6,32,80,46,698.67",193466,0.0027742749054224802,153.72,149.30714285714288,141.98333333333332,0.010704144069118167,-0.39708789169904823
2025-03-21,2025-03-21,159.03,159.75,156.82,159.04,157.08,157.28,157.96,184.6,122.62,49184821,"7,76,92,39,117.59",154615,-0.011066398390341958,154.65285714285713,150.74142857142857,142.746,0.012445312418876262,0.23302623594063565
2025-03-24,2025-03-24,158.0,159.0,157.11,157.28,158.29,158.42,158.42,184.6,122.62,30905773,"4,89,59,84,860.52",154989,0.007248219735503492,155.81285714285715,152.15928571428572,143.60866666666666,0.011777621000953713,-0.37164002284363296
2025-03-25,2025-03-25,159.0,159.0,156.05,158.42,156.27,156.73,157.22,184.6,122.62,28467187,"4,47,57,45,077.22",182282,-0.010667844969069584,156.64857142857142,153.40142857142857,144.22266666666664,0.01367455370074892,-0.078903899281212
2025-03-26,2025-03-26,156.2,157.54,155.01,156.73,155.07,155.81,156.44,184.6,122.62,23182869,"3,62,67,32,598.78",142138,-0.0058699674599629326,157.22,154.095,144.94833333333332,0.014322469903662656,-0.1856283868160209
2025-03-27,2025-03-27,154.8,156.1,154.2,155.81,155.36,155.42,155.47,184.6,122.62,25909068,"4,02,80,14,189.92",136794,-0.002503048584814982,157.32857142857142,154.45071428571427,145.792,0.012793616728652256,0.1175954106456798
2025-03-28,2025-03-28,155.38,156.91,153.37,155.42,153.98,154.24,154.5,184.6,122.62,24589315,"3,79,89,35,508.26",105656,-0.0075923304594002206,156.7057142857143,154.64214285714283,146.524,0.006897281772176625,-0.05093788012752909
2025-04-01,2025-04-01,152.07,155.34,152.07,154.24,153.25,153.12,153.41,184.6,122.62,29142122,"4,47,07,69,084.97",151632,-0.007261410788381717,155.85999999999999,154.79,147.08633333333333,0.0062811755396200136,0.1851538767956733
2025-04-02,2025-04-02,154.0,156.25,152.27,153.12,154.84,154.69,154.35,184.6,122.62,24977582,"3,85,52,06,531.03",122844,0.010253396029258122,155.49,155.07142857142858,147.76033333333334,0.008001823474416239,-0.14290448718868176
2025-04-03,2025-04-03,153.0,155.97,152.6,154.69,153.85,153.62,154.44,184.6,122.62,15117526,"2,33,47,71,453.89",110552,-0.006917059926304203,154.8042857142857,155.3085714285714,148.40466666666669,0.006885649485138353,-0.3947562258028019
2025-04-04,2025-04-04,152.62,152.99,140.0,153.62,140.67,140.39,143.35,184.6,122.62,80846143,"11,58,95,98,417.40",439854,-0.0861215987501629,152.47,154.55928571428572,148.59966666666665,0.031925679444187255,4.347842166767235
2025-04-07,2025-04-07,128.0,130.35,125.33,140.39,130.2,129.48,127.62,184.6,122.62,121806340,"15,54,44,31,644.89",607208,-0.07771208775553817,148.70857142857145,152.96428571428572,148.39033333333333,0.03917235904889309,0.5066437987029264
2025-04-08,2025-04-08,134.89,136.2,128.02,129.48,130.05,130.28,131.06,184.6,122.62,68999181,"9,04,32,62,229.44",360513,0.006178560395427857,145.11714285714285,151.22285714285712,148.13166666666666,0.0401437925365435,-0.43353374709395254
2025-04-09,2025-04-09,130.0,130.0,125.3,130.28,127.35,127.18,127.06,184.6,122.62,73399980,"9,32,62,18,503.85",426871,-0.023794903285231817,141.25142857142856,148.97857142857143,147.679,0.03949059714159786,0.0637804526984167
2025-04-11,2025-04-11,134.67,134.7,130.49,127.18,133.47,133.42,133.0,184.6,122.62,73706472,"9,80,30,73,537.58",349444,0.0490643182890389,138.43714285714285,147.14857142857142,147.538,0.04871969088355198,0.0041756414647524664
2025-04-15,2025-04-15,135.6,137.0,134.84,133.42,136.7,136.41,135.97,184.6,122.62,38967608,"5,29,84,86,163.86",236436,0.022410433218408077,135.82571428571427,145.65785714285713,147.51600000000002,0.05010967447902689,-0.47131361815825346
2025-04-16,2025-04-16,136.41,137.6,134.62,136.41,137.1,136.97,135.86,184.6,122.62,42684087,"5,79,91,67,230.47",196883,0.0041052708745692446,133.44714285714286,144.12571428571428,147.4586666666667,0.050638671223945365,0.09537354717795354
2025-04-17,2025-04-17,134.4,137.96,133.7,136.97,137.24,137.14,135.99,184.6,122.62,62282856,"8,47,01,43,514.15",362747,0.001241147696575906,132.98285714285714,142.72642857142858,147.45666666666665,0.03983829379513724,0.4591586789709243
2025-04-21,2025-04-21,137.65,140.3,137.05,137.14,139.5,139.18,139.08,184.6,122.62,26503486,"3,68,62,12,972.38",207964,0.014875309902289802,134.36857142857144,141.53857142857143,147.477,0.022247076435604102,-0.5744657887878488
2025-04-22,2025-04-22,142.0,142.84,137.7,139.18,137.97,138.16,139.74,184.6,122.62,58429662,"8,16,51,64,937.32",230625,-0.007328639172294982,135.4942857142857,140.3057142857143,147.43766666666667,0.0232556637101878,1.2046028963887996
2025-04-23,2025-04-23,139.39,141.5,137.32,138.16,140.7,141.16,139.59,184.6,122.62,37851304,"5,28,34,98,279.14",200342,0.021713954834973848,137.49142857142857,139.37142857142857,147.273,0.018559755394051407,-0.3521902625416522
2025-04-24,2025-04-24,140.7,141.88,140.28,141.16,141.44,141.52,141.36,184.6,122.62,23061444,"3,26,00,00,657.11",126453,0.0025502975347124757,138.64857142857142,138.54285714285714,146.97566666666668,0.011304144027528608,-0.39073581190227946
2025-04-25,2025-04-25,142.0,143.45,138.02,141.52,138.54,138.85,139.96,184.6,122.62,37764696,"5,28,56,18,336.86",198899,-0.018866591294516732,138.99714285714285,137.41142857142856,146.552,0.013413503979540215,0.6375685754977007
2025-04-28,2025-04-28,138.54,142.6,138.38,138.85,141.99,142.07,141.25,184.6,122.62,26971589,"3,80,96,14,109.69",160043,0.02319049333813461,139.7257142857143,136.58642857142857,146.25266666666667,0.015538689094193767,-0.2857988582775829
2025-04-29,2025-04-29,142.07,143.3,140.92,142.07,141.56,141.5,141.93,184.6,122.62,25758449,"3,65,59,94,014.18",162820,-0.004012106707960816,140.34857142857143,136.66571428571427,145.94433333333333,0.015892440732747287,-0.04497844009116403
2025-04-30,2025-04-30,141.45,141.56,138.0,141.5,139.56,140.08,140.63,184.6,122.62,29205042,"4,10,72,41,617.98",149767,-0.010035335689045799,140.47714285714284,137.42285714285714,145.6036666666667,0.01599390740513602,0.13380436842295906
2025-05-02,2025-05-02,140.0,143.1,139.45,140.08,141.01,141.18,141.52,184.6,122.62,34852288,"4,93,23,73,274.49",213141,0.007852655625356864,140.90857142857143,138.20142857142858,145.28033333333332,0.01569808217712695,0.19336544696631486
2025-05-05,2025-05-05,141.57,142.7,141.2,141.18,142.1,142.08,142.08,184.6,122.62,17213477,"2,44,56,79,467.61",110720,0.006374840628984302,141.04000000000002,139.2657142857143,144.956,0.013615249382813244,-0.5061019523309345
2025-05-06,2025-05-06,142.08,145.4,141.54,142.08,144.03,144.44,143.99,184.6,122.62,42658262,"6,14,23,62,668.10",230798,0.016610360360360232,141.45714285714286,140.05285714285714,144.61533333333333,0.014860861971579648,1.4781897347061257
2025-05-07,2025-05-07,142.2,146.95,142.2,144.44,145.7,146.0,145.11,184.6,122.62,34674594,"5,03,17,39,767.38",192575,0.01080033231791755,142.47857142857143,140.73785714285717,144.1953333333333,0.011409552789950386,-0.18715408518049803
2025-05-08,2025-05-08,146.0,146.66,142.85,146.0,143.28,143.67,144.24,184.6,122.62,29687927,"4,28,22,62,715.18",154433,-0.01595890410958911,142.70714285714286,141.21642857142857,143.683,0.011881477805192726,-0.14381327723693027
2025-05-09,2025-05-09,140.99,143.27,140.51,143.67,142.8,142.78,142.22,184.6,122.62,21875453,"3,11,10,85,069.45",145961,-0.006194751861905656,142.89000000000001,141.6192857142857,143.19966666666667,0.01208213725277043,-0.26315323397285373
2025-05-12,2025-05-12,145.61,151.95,144.5,142.78,150.95,151.63,149.79,184.6,122.62,47087413,"7,05,33,42,672.26",233295,0.06198347107438007,144.54000000000002,142.50857142857143,142.97333333333333,0.024771348859209313,1.1525228757548471
2025-05-13,2025-05-13,152.0,152.99,149.01,151.63,149.6,149.43,150.33,184.6,122.62,54389876,"8,17,64,31,830.42",266505,-0.014509002176350205,145.71857142857144,143.31357142857144,142.73000000000002,0.026707156408373175,0.15508312168264582
2025-05-14,2025-05-14,151.0,157.15,151.0,149.43,155.3,155.31,155.49,184.6,122.62,60002060,"9,33,00,07,517.78",290806,0.03934952820718718,147.60857142857142,144.3242857142857,142.7133333333333,0.02908374744984226,0.10318434996983639
2025-05-15,2025-05-15,155.5,157.84,154.3,155.31,157.19,157.35,156.79,184.6,122.62,57066105,"8,94,72,11,738.95",273956,0.01313502028201663,149.45285714285714,145.45499999999998,142.77766666666668,0.02904455690007885,-0.048930903372317536
2025-05-16,2025-05-16,157.35,158.15,157.0,157.35,157.4,157.55,157.53,184.6,122.62,22884754,"3,60,49,83,002.25",162033,0.0012710517953606892,151.10285714285715,146.7907142857143,142.888,0.02936765818648036,-0.5989781675129221
2025-05-19,2025-05-19,158.0,158.14,156.13,157.55,157.25,157.57,157.15,184.6,122.62,21839582,"3,43,21,07,324.54",138964,0.00012694382735634058,153.0885714285714,147.89785714285716,143.03633333333335,0.02744597386947818,-0.04567110487619841
2025-05-20,2025-05-20,158.35,162.1,158.0,157.57,159.59,158.69,159.87,184.6,122.62,58061639,"9,28,25,78,000.22",271597,0.007107952021323971,155.36142857142858,149.1257142857143,143.16966666666664,0.026283285362053824,1.6585508367330473
2025-05-21,2025-05-21,159.45,161.85,158.53,158.69,161.75,161.64,160.74,184.6,122.62,36044599,"5,79,36,34,967.30",221401,0.01858970319490827,156.79142857142855,150.66571428571427,143.43699999999998,0.016952200549221558,-0.37920114518296666
2025-05-22,2025-05-22,160.98,163.6,160.36,161.64,161.5,161.29,162.03,184.6,122.62,60715453,"9,83,76,42,663.43",262828,-0.0021653056174213425,158.4857142857143,152.10214285714287,144.13366666666667,0.014532619389737218,0.68445355710574
